Descripcion,Asignado,Sector
SAINT GOBAIN EMBOTELLADORA,SAINT GOBAIN EMBOTELLADORA,IMNM
SALMOFOOD,SALMOFOOD,IMNM
SALMONES CAMANCHACA S.A,SALMONES CAMANCHACA SA,PESC
SALMONES CAMANCHACA S.A.,SALMONES CAMANCHACA SA,PESC
SALMONES_AYSEN,SALMONES AYSEN,PESC
SALMONES_BLUMAR,SALMONES BLUMAR,PESC
SALMONES_CAILIN,SALMONES CAILIN,PESC
SALMONES_CAMANCHACA,SALMONES CAMANCHACA SA,PESC
SALMONES_CAPTREN,SALMONES CAPTREN,PESC
SALMONES_CHAICAS,SALMONES CHAICAS,PESC
SALMONES_HUMBOLDT_SPA,SALMONES HUMBOLDT SPA,PESC
SALMONES_MULTIEXPORT,SALMONES MULTIEXPORT,PESC
SALMONES_PACIFIC_STAR,SALMONES PACIFIC STAR,PESC
SALMONES_TECMAR,SALMONES TECMAR,PESC
SALMONOIL,SALMONOIL,IMNM
SAN JORGE PACKING S.A.,SAN JORGE PACKING SA,IMNM
SAN_CLEMENTE,SAN CLEMENTE,COME
SAN_CLEMENTE_FOODS,SAN CLEMENTE FOODS,IMNM
SANCHEZ Y CIA. LTDA,SANCHEZ Y CIA LTDA,IMNM
SANTA TERESA S.A.,,
SANTIAGO COMERCIO EXT. EXPORT. S.A.,SANTIAGO COMERCIO EXT EXPORT SA,AGCS
SCIENTIFIC GAMES CHILE LIMITADA,,
SCM,SCM,MINE
SCM_FRANKE,SCM,MINE
SEA_FLAVORS,SEA FLAVORS,IMNM
SEALAND_AQUA_CULTURE,SEALAND AQUA CULTURE,PESC
Seguros de Vida Sura S.A.,SEGUROS DE VIDA SURA SA,FINA
SEMBCORP AGUAL LAMPA S.A,SEMBCORP AGUAL LAMPA SA,SEGA
SEMBCORP AGUAS CHACABUCO S.A,SEMBCORP AGUAS CHACABUCO SA,SEGA
SEMBCORP AGUAS SANTIAGO SA,SEMBCORP AGUAS SANTIAGO SA,SEGA
SEMBCORP UTILITIES (CHILE) S.A,SEMBCORP UTILITIES (CHILE) SA,SEGA
SEMBCORP_AGUASDELNORTE,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMBCORP-AGUAS DEL NORTE S.A.,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMBCORP-AGUAS DEL NORTE S.A. 1,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMBCORP-AGUAS DEL NORTE S.A. 2,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMBCORP-AGUAS DEL NORTE S.A. 3,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMBCORP-AGUAS DEL NORTE S.A. 4,SEMBCORP-AGUAS DEL NORTE SA,SEGA
SEMILLAS DE GRAMINEAS LTDA.,SEMILLAS DE GRAMINEAS LTDA,AGCS
SEMILLAS PIONEER LTDA,,
SEMILLAS_TUNICHE,SEMILLAS TUNICHE,AGCS
Sermob S.A.,SERMOB SA,AIEA
SERV. AGROINDUSTRIALES SUBSOLE S.A.,SERVICIO AGROINDUSTRIALES SUBSOLE SA,AGCS
SERVICIO AGROINDUSTRIALES SUBSOLE S.A.,SERVICIO AGROINDUSTRIALES SUBSOLE SA,AGCS
SERVICIO_DE_ADMINISTRACION_ACUICOLA,SERVICIO DE ADMINISTRACION ACUICOLA,AIEA
SERVICIO_DE_SALUD_DE_THNO_HOSPITAL_LAS_H,SERVICIO DE SALUD TALCAHUANO HOSPITAL DE LAS HIGUERAS,SOSA
SERVICIO_DE_SALUD_DE_THNO_HOSPITAL_LAS_HIGUERAS,SERVICIO DE SALUD TALCAHUANO HOSPITAL DE LAS HIGUERAS,SOSA
SERVICIO_DE_SALUD_NUBLE,SERVICIO DE SALUD NUBLE,SOSA
SERVICIO_DE_SALUD_TALCAHUANO_HOSPITAL_DE,SERVICIO DE SALUD TALCAHUANO HOSPITAL DE TOME,SOSA
SERVICIO_DE_SALUD_TALCAHUANO_HOSPITAL_DE_TOME,SERVICIO DE SALUD TALCAHUANO HOSPITAL DE TOME,SOSA
SERVICIO_NAC_DE_SALUD_HOSPITAL_TRAUMATOL,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,SOSA
SERVICIO_NAC_DE_SALUD_HOSPITAL_TRAUMATOLOGICO,SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO,SOSA
SERVICIOS ALBORADA SPA,SERVICIOS ALBORADA SPA,IMNM
SERVICIOS DE EXPORTACIONES FRUTICOLAS EX,SERVICIOS DE EXPORTACIONES FRUTICOLAS EXSER,AGCS
SERVICIOS DE EXPORTACIONES FRUTICOLAS EXSER LTDA. ,SERVICIOS DE EXPORTACIONES FRUTICOLAS EXSER,AGCS
SERVICIOS DE TRANSPORTE DE PERSONAS SANT,SERVICIOS DE TRANSPORTE DE PERSONAS SANTIAGO,TRAC
SERVICIOS MEDICOS TABANCURA S.P.A,SERVICIOS MEDICOS TABANCURA SPA,SOSA
SERVICIOS SAN CRISTOBAL,SERVICIOS SAN CRISTOBAL,AGCS
SERVICIOS Y OPERACIONES MINERAS DEL NORT,SERVICIOS Y OPERACIONES MINERAS DEL NORTE,MINE
SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.,SERVICIOS Y OPERACIONES MINERAS DEL NORTE,MINE
SERVICIOS_GEOSERVICE,SERVICIOS GEOSERVICE,TRAC
SERVIU REGION DEL BIOBIO,SERVIU REGION DEL BIOBIO,SOSA
SERVIU_REGION_DEL_BIOBIO,SERVIU REGION DEL BIOBIO,SOSA
SFI RESORTS SPA,SFI RESORTS SPA,HORE
SFI_RESORTS_SPA,SFI RESORTS SPA,HORE
SGA_Libre,SAESA LIBRE,SEGA
Sibelco Chile Limitada,SUGAL CHILE LIMITADA,AGCS
SIERRA GORDA 1,SIERRA GORDA,MINE
SIERRA GORDA 2,SIERRA GORDA,MINE
SIERRA GORDA 3,SIERRA GORDA,MINE
SIERRA_GORDA,SIERRA GORDA,MINE
SIKA,SIKA,IMNM
SINEA S.A.,SINEA SA,IMNM
SIOM SPA,,
SISTEMAS GRÁFICOS QUILICURA S.A.,SISTEMAS GRÁFICOS QUILICURA SA,IMNM
SITRANS,SITRANS,COME
SITRANS LTDA,SITRANS,COME
SITRANS SERVICIOS INTEGRADOS DE TRANSPOR,SITRANS SERVICIOS INTEGRADOS DE TRANSPOR,COME
SKC INMOBILIARIA S.A,,
SMURFIT KAPPA DE CHILE S.A.,SMURFIT KAPPA DE CHILE SA,IMNM
SOC ADM DE CENTROS COMERCIALES (shoping),ADMINISTRADORA DEL CENTRO COMERCIAL,COME
Soc Adm de Centros Comerciales Spa,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOC ADMINISTRADORA DE CENTROS COMERCIALE,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOC ADMINISTRADORA DE CENTROS COMERCIALES SPA,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOC AGRICOLA EL PORVENIR S.A.,SOC AGRICOLA EL PORVENIR SA,AGCS
SOC CONCESIONARIA NUEVO PUDAHUEL SA,SOC CONCESIONARIA NUEVO PUDAHUEL SA,AIEA
SOC CONTRACTUAL MINERA CAROLA,SOC CONTRACTUAL MINERA CAROLA,MINE
SOC DE EXPL Y DESARROLLO MIN,SOC DE EXPL Y DESARROLLO MINERO,MINE
SOC FERROPLAST LTDA,SOC FERROPLAST LTDA,IMNM
SOC FORESTAL E INDUSTRIAL MBM LTDA,SOC FORESTAL E INDUSTRIAL MBM LTDA,AGCS
SOC INDUSTRIAL PIZARREÑO SA,SOC INDUSTRIAL PIZARREÑO SA,IMNM
SOC INMOB COLEGIO DE INGENIEROS SPA,SOC INMOB COLEGIO DE INGENIEROS SPA,AIEA
SOC PLASTICOS TECNICOS S.P.A.,SOC PLASTICOS TECNICOS SPA,IMNM
SOC PUNTA DEL COBRE S.A.,PUCOBRE,MINE
SOC QUIMICA Y MINERA DE CHILE,SOC QUIMICA Y MINERA DE CHILE,MINE
SOC. ADMNISTRADORA GRAL S.A Y CIA.CPA,SOC ADMINISTRADORA GRAL SA Y CIACPA,HORE
SOC. AGRIC. LA ROSA SOFRUCO,SOC AGRIC LA ROSA SOFRUCO,AGCS
SOC. AGRIC. PTE. NEGRO LTDA.,,
SOC. AGRICOLA MUNIZAGA Y CIA. LTDA.,SOC AGRICOLA MUNIZAGA Y CIA LTDA,AGCS
SOC. CONC.AEROPUERTO ARAUCANIA S.A,SOC CONCAEROPUERTO ARAUCANIA SA,OTRO
SOC. DE MANUFACTURAS TIMBERNI LTDA.,SOC DE MANUFACTURAS TIMBERNI LTDA,IMNM
SOC. IND. COMPUESTOS Y DERIVADOS DEL CAU,SOC INDUSTRIAL COMPUESTOS Y DERIVADOS DEL CAUCHO,IMNM
SOC. IND. COMPUESTOS Y DERIVADOS DEL CAUCHO LTDA,SOC INDUSTRIAL COMPUESTOS Y DERIVADOS DEL CAUCHO,IMNM
SOC. MINERA PETREROS QUILIN LIMIITADA,,
SOC. NAC. METALURGICA LTDA,,
SOC. NACIONAL DE OLEODUCTOS S.A.,SOC NACIONAL DE OLEODUCTOS SA,TRAC
SOC._AGRIC._VALLE_VERDE_LTDA.,SOC AGRIC VALLE VERDE LTDA,AGCS
SOC._AGRIC._Y_FORESTAL_LOS_CIPRECES_LTDA,SOC AGRIC Y FORESTAL LOS CIPRECES LTDA,AGCS
SOC._AGRICOLA_EL_PERAL_HUACHO_LTDA.,SOC AGRICOLA EL PERAL HUACHO LTDA,AGCS
SOC._AGRICOLA_SANTA_ELENA,SOC AGRICOLA SANTA ELENA,AGCS
SOC._RIOS_Y_GACITUA _LTDA.,SOC RIOS Y GACITUA  LTDA,MINE
SOC.AGR.GAN.Y FOREST LAS CRUCES LTD,SOC AGR GAN Y FOREST LAS CRUCES LTD,AGCS
SOC.AGRIC.HDA.MAL PASO Y CIA LTDA,SOC AGRIC HDA MAL PASO Y CIA LTDA,AGCS
SOC.DISTRIBUIDORA DE ENERGIA LO VALLEDOR,SOCDISTRIBUIDORA DE ENERGIA LO VALLEDOR,IMM
SOC.DISTRIBUIDORA DE ENERGIA LO VALLEDOR LTDA.,SOCDISTRIBUIDORA DE ENERGIA LO VALLEDOR,IMM
SOC_ADMIN_CENTROS_COM,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOC_AGR_FORESTAL_Y_GANADERA_LOS_PEUMOS_L,SOC AGR FORESTAL Y GANADERA LOS PEUMOS,AGCS
SOC_AGR_FORESTAL_Y_GANADERA_LOS_PEUMOS_LTDA,SOC AGR FORESTAL Y GANADERA LOS PEUMOS,AGCS
SOC_AGRIC_COM_STA_LUISA,SOC AGRIC COM STA LUISA,AGCS
SOC_AGRIC_GAN_LOS_LAURELES_LTDA,SOC AGRIC GAN LOS LAURELES LTDA,AGCS
SOC_AGRICOLA EL OLIBAL,SOC AGRICOLA EL OLIBAL,AGCS
SOC_AGRICOLA_EL_PORVENIR,SOC AGRICOLA EL PORVENIR SA,AGCS
SOC_AGRICOLA_MUNILQUE_LIMITADA,SOC AGRICOLA MUNILQUE LIMITADA,AGCS
SOC_AGRICOLA_Y_FORESTAL_ALTIKON_LTDA.,SOC AGRICOLA Y FORESTAL ALTIKON LTDA,AGCS
SOC_CONTR_MIN_CAROLA,SOC CONTRACTUAL MINERA CAROLA,MINE
SOC_COPEVAL_AGROINDUSTRIAS_S.A.,COPEVAL,AGCS
SOC_GENERADORA_AUSTRAL_S.A.,SOC GENERADORA AUSTRAL SA,SEGA
SOC_IND_PLASTICOS,SOC IND PLASTICOS,IMNM
SOC_INDUSTRIAL_KUNSTMANN_S.A.,SOC INDUSTRIAL KUNSTMANN SA,IMNM
SOC_PESQUERA_LANDES,PESQUERA LANDES,PESC
SOC_RENTAS_FALABELLA,RENTAS FALABELLA,CONS
Sociedad Administradora de Centros Comer,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOCIEDAD ADMINISTRADORA DE CENTROS COMER,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
Sociedad Administradora de Centros Comerciales SpA,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOCIEDAD ADMINISTRADORA DE CENTROS COMERCIALES SPA ,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOCIEDAD AGRÍCOLA LOS COLONOS LTDA,,
SOCIEDAD AGRICOLA REQUINGUA LTDA,SOCIEDAD AGRICOLA REÑECO LTDA,AGCS
Sociedad Agrícola y Frutícola León Ltda.,SOCIEDAD AGRÍCOLA Y FRUTÍCOLA LEÓN LTDA,AGCS
SOCIEDAD COMERCIAL VELENZUELA CACERES HE,SOCIEDAD COMERCIAL VALENZUELA CACERES HERMANOS,AGCS
SOCIEDAD COMERCIALIZADORA DEL SUR LTDA,SOCIEDAD COMERCIALIZADORA DEL SUR LTDA,IMNM
SOCIEDAD CONCESIONARIA AEROPUERTO CARRIE,SOCIEDAD CONCESIONARIA AEROPUERTO CARRIEL SUR,OTRO
SOCIEDAD CONCESIONARIA AEROPUERTO CARRIEL SUR S.A.,SOCIEDAD CONCESIONARIA AEROPUERTO CARRIEL SUR,OTRO
Sociedad Concesionaria Aeropuerto Diego,SOCIEDAD CONCESIONARIA AEROPUERTO DIEGO,OTRO
Sociedad Concesionaria Aeropuerto Diego ,SOCIEDAD CONCESIONARIA AEROPUERTO DIEGO,OTRO
SOCIEDAD CONCESIONARIA ARENA BICENTENARI,,
SOCIEDAD CONCESIONARIA COSTANERA NORTE S,SOCIEDAD CONCESIONARIA COSTANERA NORTE S,CONS
SOCIEDAD CONCESIONARIA NORORIENTE S.A.,,
SOCIEDAD CONTRACTUAL HMC GOLD,SOCIEDAD CONTRACTUAL HMC GOLD,MINE
SOCIEDAD CONTRACTUAL INERA ALIANZA,SOCIEDAD CONTRACTUAL INERA ALIANZA,MINE
SOCIEDAD DE RENTAS COMERCIALES S.A.,SOCIEDAD DE RENTAS COMERCIALES SA,AIEA
SOCIEDAD DE RENTAS FALABELLA S.A.,RENTAS FALABELLA,CONS
SOCIEDAD E INVERSIONES CELTA SPA,SOCIEDAD E INVERSIONES CELTA SPA,FINA
SOCIEDAD HOTELERA HOTELTOURS S.A.,SOCIEDAD HOTELERA HOTELTOURS SA,HORE
SOCIEDAD INDUSTRIAL ROMERAL S.A.,SOCIEDAD INDUSTRIAL ROMERAL SA,MINE
Sociedad Intermodal La Cisterna S.A.,SOCIEDAD INTERMODAL LA CISTERNA SA,CONS
SOCIEDAD MEDICA DE ESTABLECIMIENTOS CLIN,SOCIEDAD MEDICA DE ESTABLECIMIENTOS CLINICOS DE SALUD,SOSA
SOCIEDAD MEDICA DE ESTABLECIMIENTOS CLINICOS DE SALUD S.A.,SOCIEDAD MEDICA DE ESTABLECIMIENTOS CLINICOS DE SALUD,SOSA
SOCIEDAD ODONTOLOGICA DEL DESARROLLO DE ,,
SOCIEDAD PESQUERA LANDES S.A.,PESQUERA LANDES,PESC
SOCIEDAD PETREOS S.A.,SOCIEDAD PETREOS SA,MINE
SOCIEDAD RECUPERADORA DE PAPEL S.A.,SOCIEDAD RECUPERADORA DE PAPEL SA,COME
SOCIEDAD FRIGORIFICO SAN JOSE LIMITADA,,
SOCIEDAD_ADMINISTRADORA_DE_CENTROS_COMER,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOCIEDAD_ADMINISTRADORA_DE_CENTROS_COMERCIALES_SPA,ADMINISTRADORA DEL CENTRO COMERCIAL,COME
SOCIEDAD_AGRICOLA_EL_PORVENIR_S.A.,SOC AGRICOLA EL PORVENIR SA,AGCS
SOCIEDAD_AGRICOLA_LOS_COIHUES_LTDA.,SOCIEDAD AGRICOLA LOS COIHUES LTDA,AGCS
SOCIEDAD_AGRICOLA_RENECO_LTDA,SOCIEDAD AGRICOLA REÑECO LTDA,AGCS
SOCIEDAD_AGRICOLA_REÑECO_LTDA,SOCIEDAD AGRICOLA REÑECO LTDA,AGCS
SOCIEDAD_AGRICOLA_Y_COMERCIAL_ARANTRUF_L,SOCIEDAD AGRICOLA Y COMERCIAL ARANTRUF,AGCS
SOCIEDAD_AGRICOLA_Y_COMERCIAL_ARANTRUF_LTDA,SOCIEDAD AGRICOLA Y COMERCIAL ARANTRUF,AGCS
SOCIEDAD_AGROPECUARIA_TRAILEN_LTDA,SOCIEDAD AGROPECUARIA TRAILEN LTDA,AGCS
SOCIEDAD_CASINO_DE_JUEGOS_DE_TALCA,SOCIEDAD CASINO DE JUEGOS DE TALCA,HORE
SOCIEDAD_CONCESIONARIA_AEROPUERTO_DEL_SU,SOCIEDAD CONCESIONARIA AEROPUERTO DEL SUR,OTRO
SOCIEDAD_CONCESIONARIA_AEROPUERTO_DEL_SUR_S.A.,SOCIEDAD CONCESIONARIA AEROPUERTO DEL SUR,OTRO
SOCIEDAD_CONCESIONARIA_T_MELON,SOCIEDAD CONCESIONARIA T MELON,CONS
SOCIEDAD_COPEVAL_AGROINDUSTRIAS_S.A.,COPEVAL,AGCS
SOCIEDAD_PESQUERA_LANDES_S.A.,PESQUERA LANDES,PESC
SOCIEDAD_PETROLEOS,SOCIEDAD PETREOS SA,MINE
SOCOFAR,SOCOFAR,TRAC
Socofar S.A,SOCOFAR,TRAC
SODIMAC,SODIMAC,IMNM
SODIMAC CALERA,SODIMAC,IMNM
SODIMAC QUILLOTA,SODIMAC,IMNM
SODIMAC REÑACA,SODIMAC,IMNM
SODIMAC S.A.,SODIMAC,IMNM
SODIMAC__S.A.,SODIMAC,IMNM
SODIMAC31,SODIMAC,IMNM
SODIMAC32,SODIMAC,IMNM
SODIMAC32_L_SD027,SODIMAC,IMNM
SONACOL S.A.,SONACOL SA,TRAC
SONDA,SONDA,FINA
SOPRAVAL,SOPRAVAL,AGCS
SOPRAVAL S.A.,SOPRAVAL,AGCS
SOPRAVAL_NOGALES,SOPRAVAL,AGCS
SOPROCAL SA,SOPROCAL SA,IMNM
SOPROLE S.A_RENCA 1,SOPROLE SA RENCA 1,IMNM
SOPROLE S.A_RENCA 2,SOPROLE SA RENCA 2,IMNM
SORENA_NORTE_GRANDE,SORENA NORTE GRANDE,IMM
SORENANGRC,SORENANGRC,IMM
SOREPA S.A.,SOREPA SA,COME
SOUTH ORGANICS FRUIT SA,SOUTH ORGANICS FRUIT SA,COME
SOUTH-AM FREEZE DRY S.A.,SOUTH-AM FREEZE DRY SA,IMNM
SPENCE_HACIA_CDOMINADOR,SPENCE HACIA CDOMINADOR,MINE
SQM,SQM,MINE
SQM_SALAR,SQM SALAR,MINE
SQM_SALAR_URIBE,SQM SALAR URIBE,MINE
SR INMOBILIARIA VIVOCORP,VIVOCORP SA,AIEA
SSAA_LAJA,SSAA LAJA,CP
SSAA_TRANSELEC,SSAA TRANSELEC,SEGA
ST_ANDREWS_CHONCHI,ST ANDREWS CHONCHI,IMNM
ST_ANDREWS_DEGAÑ,ST ANDREWS DEGAÑ,IMNM
STGO METALS PROYECTO DOS,STGO METALS PROYECTO DOS,AIEA
STORBOX S.A.,,
STORCK CHILE,STORCK CHILE,IMNM
STROBEL LTDA,STROBEL LTDA,IMNM
STS,STS,AIEA
SUAZO GOMEZ S.A.,SUAZO GOMEZ SA,IMNM
SUAZO_GOMEZ1,SUAZO GOMEZ SA,IMNM
SUAZO_GOMEZ2,SUAZO GOMEZ SA,IMNM
SUBCONDOMINIO EDIFICO INGECOL,SUBCONDOMINIO EDIFICO INGECOL,EDCO
SUBSOLE,SERVICIO AGROINDUSTRIALES SUBSOLE SA,AGCS
SUDMARIS,SUDMARIS,PESC
SUGAL CHILE LIMITADA,SUGAL CHILE LIMITADA,AGCS
SUGAL_CHILE_LIMITADA,SUGAL CHILE LIMITADA,AGCS
SUMMIT FRUIT,SUMMIT FRUIT,COME
SUN CHEMICAL CHILE S.A.,SUN CHEMICAL CHILE SA,IMNM
SUPER 10 S A,DISTRIBUIDORA SUPER DIEZ SA,COME
SUPER 10 S.A,DISTRIBUIDORA SUPER DIEZ SA,COME
SUPERM_HIPER,SUPERM HIPER,COME
SURFRUT,SURFRUT,IMNM
SURPROCESOS,SURPROCESOS,IMNM
SVTI,SVTI,TRAC
SYNTHON CHILE LTDA,SYNTHON CHILE LTDA,IMNM
TABLERO_MASISA,MASISA,IMNM
TAK S.A.,TAK SA,COME
TAMPIER_BERTIN_JUAN_CARLOS,TAMPIER BERTIN JUAN CARLOS,OTRO
TARAPACA_ALIMENTOS1,TARAPACA ALIMENTOS,IMNM
TARAPACA_ALIMENTOS2,TARAPACA ALIMENTOS,IMNM
TARAPACA_ALIMENTOS3,TARAPACA ALIMENTOS,IMNM
TARAPACA_ALIMENTOSARI,TARAPACA ALIMENTOS,IMNM
TEAM FOODS CHILE SPA,TEAM FOODS CHILE SPA,IMNM
TECHNO REFRACTARIOS SA,TECHNO REFRACTARIOS SA,IMNM
TECNOLOGIA Y ALIMENTOS LTDA.,TECNOLOGIA Y ALIMENTOS LTDA,IMNM
TECPOL,TECPOL,IMNM
TEHMPACK LTDA.,TEHMPACK LTDA,IMNM
TELEFONICA CHILE  S.A.,TELEFONICA CHILE  SA,COME
TELEFONICA CHILE S.A.,TELEFONICA CHILE  SA,COME
TELEFONICA MOVILES CHILE S.A,TELEFONICA CHILE  SA,COME
TELEFONICA_DEL_SUR,TELEFONICA CHILE  SA,COME
TELEFONICA_DEL_SUR_S.A.,TELEFONICA CHILE  SA,COME
TELEVISION NACIONAL DE CHILE,TELEVISION NACIONAL DE CHILE,OTRO
TEMPLAGLASS S.A.,TEMPLAGLASS SA,IMNM
TEMSA2,TEMSA2,IMM
TERMIKA HOLDING S.A,TERMIKA HOLDING SA,CONS
TEUBER_MATZNER_SERGIO,TEUBER MATZNER SERGIO,OTRO
THE GRANGE SCHOOL S.A.,THE GRANGE SCHOOL SA,ENSE
THYSSENKRUPP  STEEL CHILE SPA,THYSSENKRUPP  STEEL CHILE SPA,COME
Tigre Chile S.A.,TIGRE CHILE SA,IMNM
TIMBERNI (LOS ANGELES),TIMBERNI LTDA,IMNM
TIMBERNI LTDA,TIMBERNI LTDA,IMNM
TINTORERÍA INDUSTRIAL PEDRO DE VALDIVIA ,TINTORERÍA INDUSTRIAL PEDRO DE VALDIVIA ,IMNM
TMMP (CLIENTES_TARAP),TMMP,OTRO
TOM JAMES CHILE S.A.,TOM JAMES CHILE SA,IMNM
TORALLA_S.A.,TORALLA SA,IMNM
TORRE A SPA,,
TOTTUS,TOTTUS,COME
TOTTUS CURAUMA,,
TPS,TPS,CONS
TRAIGEN_ENERGY,TRAIGEN ENERGY,SEGA
TRANSLOGIC S.A.,TRANSLOGIC SA,AIEA
TRANSPORTE CCU LTDA.,TRANSPORTE CCU LTDA,TRAC
TRATACAL,TRATACAL,SEGA
Tratacal S.A.,TRATACAL,SEGA
TRENDY,TRENDY,IMNM
TRIVIA  S.A,TRIVIA SA,AIEA
TUBEXA INDUSTRIAL LTDA,TUBEXA INDUSTRIAL LTDA,IMNM
TUBOS Y PLÁSTICOS T-A DE CHILE LIMITADA,TUBOS Y PLÁSTICOS T-A DE CHILE LIMITADA,IMNM
TULSA,TULSA,IMNM
TUNICHE_FRUITS_LIMITADA,TUNICHE FRUITS LIMITADA,AGCS
U. DE LOS ANDES,U DE LOS ANDES,ENSE
UC_CHRISTUS,UC CHRISTUS,SOSA
UC_LIRA,UC LIRA,ENSE
UNIFRUTI,UNIFRUTTI,FINA
UNIFRUTTI,UNIFRUTTI,FINA
UNILEVER CHILE LTDA,UNILEVER CHILE SCC LTDA,IMNM
UNILEVER CHILE SCC LTDA,UNILEVER CHILE SCC LTDA,IMNM
UNIÓN EL GOL S.A.,UNIÓN EL GOL SA,HORE
UNITED PLASTICOS CORPORATION,UNITED PLASTIC CORPORATION SA,IMNM
UNITED_PLASTIC_CORPORATION_S.A.,UNITED PLASTIC CORPORATION SA,IMNM
UNIVERSIDAD ADOLFO IBAÑEZ,UNIVERSIDAD ADOLFO IBAÑEZ,ENSE
UNIVERSIDAD AUSTRAL DE CHILE,UNIVERSIDAD AUSTRAL DE CHILE,ENSE
UNIVERSIDAD AUTONOMA DE CHILE,UNIVERSIDAD AUTONOMA DE CHILE,ENSE
UNIVERSIDAD CATOLICA DEL MAULE,,
Universidad Central de Chile,UNIVERSIDAD CENTRAL DE CHILE,ENSE
UNIVERSIDAD DE CONCEPCION,UNIVERSIDAD DE CONCEPCION,ENSE
UNIVERSIDAD DE LOS ANDES -Los Olivillos,UNIVERSIDAD DE LOS ANDES -LOS OLIVILLOS,ENSE
UNIVERSIDAD DEL DESARROLLO (UDD),UNIVERSIDAD DEL DESARROLLO (UDD),ENSE
UNIVERSIDAD DIEGO PORTALES,UNIVERSIDAD DIEGO PORTALES,ENSE
UNIVERSIDAD TECNOLÓGICA DE CHILE - INACA,INACAP,ENSE
Universidad Tecnologica de Chile INACAP,INACAP,ENSE
UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INACAP,ENSE
UNIVERSIDAD_AUSTRAL_DE_CHILE,UNIVERSIDAD AUSTRAL DE CHILE,ENSE
UNIVERSIDAD_AUTONOMA_DE_CHILE,UNIVERSIDAD AUTONOMA DE CHILE,ENSE
UNIVERSIDAD_SSEBASTIAN,UNIVERSIDAD SSEBASTIAN,ENSE
UTECNO_DE_CHILE,UTECNO DE CHILE,ENSE
UTFSM,UTFSM,ENSE
V.H. MANUFACTURA DE TUBOS DE ACERO S.A,VH MANUFACTURA DE TUBOS DE ACERO SA,IMM
VALLE NEVADO S.A.,VALLE NEVADO SA,COME
VALLES_DEL_NORTE,VALLES DEL NORTE,COME
VENTISQUEROS,VENTISQUEROS,PESC
VERA Y GIANNINI IMPRESORES LTDA,VERA Y GIANNINI IMPRESORES LTDA,IMNM
VICENTE SANCHEZ GATO S.A.I.,VICENTE SANCHEZ GATO SAI,IMNM
VIDRIERIA_PRAT_S.A.,VIDRIERIA PRAT SA,IMNM
VIDRIOS DELL ORTO S.A.,VIDRIOS DELL ORTO SA,IMNM
VIDRIOS LIRQUEN S.A.,VIDRIOS LIRQUEN SA,IMNM
VIDRIOS_LIRQUEN_S.A,VIDRIOS LIRQUEN SA,IMNM
VIDRIOS_LIRQUEN_S.A.,VIDRIOS LIRQUEN SA,IMNM
VILKUN S.A.,VILKUN SA,AGCS
VINA ERRAZURIZ S.A.,VIÑA ERRAZURIZ,IMNM
VINA_CENTRO_SPA,VINA CENTRO SPA,IMNM
VINA_ERRAZURIZ,VIÑA ERRAZURIZ,IMNM
VINEDOS EMILIANA S.A,VINEDOS EMILIANA SA,IMNM
VINICOLA PATACON SPA,VINICOLA PATACON SPA,IMNM
Vinícola Patacón SpA,VINICOLA PATACON SPA,IMNM
VINILIT S.A,VINILIT SA,IMNM
VIÑA CASAS PATRONALES S.A.,VIÑA CASAS PATRONALES SA,IMNM
VIÑA CONO SUR,VIÑA CONO SUR,IMNM
VIÑA EL PRINCIPAL S.A.,VIÑA EL PRINCIPAL SA,AGCS
VIÑA LUIS FELIPE EDWA,VIÑA LUIS FELIPE EDWARDS,IMNM
VIÑA SAN PEDRO TARAPACA S.A.,,
VIÑA SANTA CAROLINA S.A.,VIÑA SANTA CAROLINA SA,IMNM
VIÑA SANTA CAROLINA S.A_ MACUL ROD. ARAY,VIÑA SANTA CAROLINA SA  MACUL,IMNM
VIÑA SANTA CAROLINA S.A_ MACUL ROD. ARAYA_1,VIÑA SANTA CAROLINA SA  MACUL,IMNM
VIÑA SANTA CAROLINA S.A_ MACUL TILTIL_2,VIÑA SANTA CAROLINA SA  MACUL,IMNM
VIÑA UNDURRAGA S.A.,VIÑA UNDURRAGA SA,AGCS
VIÑA VENTISQUERO LIMITADA,VIÑA VENTISQUERO LIMITADA,IMNM
VIÑA_ERRAZURIZ,VIÑA ERRAZURIZ,IMNM
